Epoch,TrainLoss,ValidLoss
509,7.026547791610937e-07,6.226270481117051e-07
510,5.326572363628656e-07,4.206459209399327e-07
511,4.239150541707204e-07,3.7928473943793507e-07
512,4.6216147021975e-07,6.200735280496398e-07
513,1.2016768134041437e-06,1.6229036646109307e-06
514,9.648569725110671e-07,6.392665454768576e-07
515,8.509935469191987e-07,8.563750157009053e-07
516,7.306387146854831e-07,7.979540744903109e-07
517,5.473140144355663e-07,4.034315149207638e-07
518,6.397720047364904e-07,6.268018599560795e-07
519,7.291783826228009e-07,6.211928166521829e-07
520,5.769908644500295e-07,6.79131596825755e-07
521,4.875729208227616e-07,5.43066096270195e-07
522,7.036372115483876e-07,7.472572936724949e-07
523,4.5326793269850895e-07,4.747496821740545e-07
524,5.36165534488949e-07,6.252629532355058e-07
525,6.969662535993848e-07,1.691584429863724e-06
526,1.6693735574335733e-06,4.854560938838404e-06
527,2.071641536834553e-06,1.6859762581589166e-06
528,9.115714040793439e-07,4.4131135155112135e-07
529,6.763349460925383e-07,6.692625940255918e-07
530,6.830616769093467e-07,4.754811091819041e-07
531,4.7644256066329643e-07,5.890602286247788e-07
532,4.404927646343519e-07,3.391804739294457e-07
533,3.6209257624856643e-07,3.7581353922178097e-07
534,3.807647677452527e-07,3.6162435132306804e-07
535,4.648390756756271e-07,3.569668422187533e-07
536,4.401045600843645e-07,4.408667299079146e-07
537,4.5113154859185066e-07,5.669955802053057e-07
538,5.33904854667829e-07,5.710566748954686e-07
539,5.258639779034032e-07,5.15299797143598e-07
540,3.9406572038084657e-07,3.7896010477804037e-07
541,4.2149193291152187e-07,4.1485798002819744e-07
542,3.8114935894858113e-07,3.2904762482151757e-07
543,3.7728465921797277e-07,3.5224747610603423e-07
544,4.212677386779736e-07,8.673366285923597e-07
545,6.910847938949398e-07,4.103661391733719e-07
546,5.058035981164721e-07,5.207402258141277e-07
547,4.3674621679201665e-07,3.9663689032446807e-07
548,7.36852789865831e-07,7.618050365939174e-07
549,8.523083370922299e-07,9.562250246138623e-07
550,6.021477133799635e-07,7.083033551680274e-07
551,5.333161766429839e-07,6.338184713664911e-07
552,5.096701859959769e-07,4.557733348065085e-07
553,3.774256185806735e-07,3.349472497878499e-07
554,3.847555528106265e-07,5.044616481579093e-07
555,4.2746489915164905e-07,3.7550829953640154e-07
556,4.3886005395658383e-07,5.783996925856627e-07
557,3.860085807142847e-07,3.48749883490503e-07
558,3.609477990570061e-07,5.929975524547142e-07
559,4.278189256486561e-07,4.55793999284045e-07
560,5.490499044450795e-07,3.4622305520315424e-07
561,5.696986818293226e-07,6.969285323066288e-07
562,5.252353294811958e-07,4.232059893638507e-07
563,4.471261301356814e-07,3.5190380837472427e-07
564,5.206562358731996e-07,5.964264725359196e-07
565,6.9678748862619e-07,5.849561830473249e-07
566,4.988127178269981e-07,5.900905800141724e-07
567,6.863648252419807e-07,5.587401915363444e-07
568,5.828805418180612e-07,3.289960792092946e-07
569,4.3221022186420065e-07,3.976907824683925e-07
570,4.6107132902761803e-07,1.1875626569235464e-06
571,2.7706531303313873e-06,2.852370850329559e-06
572,1.503848723890163e-06,8.859815504062378e-07
573,1.069045428418273e-06,1.6051706628180303e-06
574,1.2005627089214008e-06,1.8986547729582526e-06
575,1.285418109849464e-06,6.13805264038092e-07
576,6.568889261870936e-07,6.51940217721858e-07
577,5.488325977391165e-07,7.253221876150444e-07
578,9.255114188514805e-07,6.110990436051603e-07
579,7.214700133317819e-07,8.470068261582734e-07
580,6.77548831617969e-07,9.478314533832115e-07
581,5.827418931403372e-07,1.236683518375988e-06
582,7.596164815974286e-07,6.291464539269024e-07
583,4.767653005425624e-07,5.290183177445821e-07
584,6.701865174818522e-07,9.322306861273925e-07
585,9.714803203072128e-07,2.131471561976165e-06
586,1.6997742136481974e-06,8.73467149631324e-07
587,7.818552262506273e-07,7.724974428432081e-07
588,5.73364203167633e-07,4.72806080627682e-07
589,5.426504401384591e-07,4.2706691753361764e-07
590,5.008607521025018e-07,4.5425452223450216e-07
591,4.4772333088379433e-07,3.461808129638181e-07
592,4.100984464609307e-07,3.669959066125254e-07
593,3.73426181946949e-07,5.111057172750104e-07
594,4.376460897977571e-07,3.5497018681477734e-07
595,5.30272924000504e-07,7.473042993903316e-07
596,6.396258792544055e-07,7.774715186315006e-07
597,4.763806127054219e-07,3.3849656612498316e-07
598,3.4087573226315725e-07,3.2032334236949583e-07
599,3.490004928607959e-07,3.66608467553912e-07
600,3.792886436334205e-07,3.66348765131382e-07
601,3.4886524247212947e-07,3.5662688636269497e-07
602,3.364379021301526e-07,2.8738955961671306e-07
603,3.217472861175944e-07,3.4327842210283656e-07
604,4.0366558475094885e-07,4.382670795166632e-07
605,4.225278170603512e-07,4.975327650906062e-07
606,4.273642010351371e-07,3.875853508361615e-07
607,9.718314440002966e-07,8.528992718008036e-07
608,9.229397922657275e-07,1.0475805235425165e-06
609,6.330785690048894e-07,4.959853053302747e-07
610,6.359141688487095e-07,4.712347788426996e-07
611,5.238213627004977e-07,3.7221574302748193e-07
612,4.771983052857347e-07,6.781716516949625e-07
613,4.943381270550163e-07,3.887622786654295e-07
614,6.046953046734416e-07,8.427296203687244e-07
615,9.440153538283387e-07,1.1142539203016591e-06
616,1.097581103219151e-06,1.4924295858994204e-06
617,1.577004089388841e-06,9.184931059280643e-07
618,9.846503758126347e-07,5.379420069099676e-07
619,7.082942829583772e-07,9.157601690882682e-07
620,6.031495994799722e-07,6.007415170946236e-07
621,5.648310851332402e-07,7.942805344403799e-07
622,5.970792074094788e-07,4.382529274001475e-07
623,5.228400728659229e-07,8.419939945270016e-07
624,5.756216485982198e-07,4.899730773407403e-07
625,1.0419125127706744e-06,1.202383221728572e-06
626,8.628114187558822e-07,1.0347761190132587e-06
627,7.967755626244374e-07,1.2252761128668983e-06
628,7.837330732248423e-07,4.6857278637920295e-07
629,4.4002787641754063e-07,4.273503198722513e-07
630,4.169110980001278e-07,4.718721697827277e-07
631,4.3094171360280597e-07,3.4153080529601236e-07
632,3.5137425224244605e-07,4.219806063095651e-07
633,8.118743551221996e-07,6.667157398017783e-07
634,2.5454572816367244e-06,2.1461000566584214e-06
635,1.4086894035851098e-06,6.725154169847277e-07
636,5.309550109207825e-07,5.951217265950011e-07
637,4.331727135801581e-07,4.161083950293687e-07
638,3.4558208312773785e-07,3.236907199758813e-07
639,3.4838677815211364e-07,2.910303919634316e-07
640,3.691824180881061e-07,3.820745234861533e-07
641,3.4028885238512884e-07,2.740089342978536e-07
642,3.659121792528216e-07,3.789515574226243e-07
643,4.872437083728679e-07,5.12791003378273e-07
644,5.189565683849651e-07,5.68675102385896e-07
645,7.447367863733234e-07,1.0615933054699175e-06
646,8.482970088152797e-07,6.220012210178538e-07
647,6.766288512001968e-07,4.076420869599436e-07
648,4.797482972662693e-07,3.3719243977733036e-07
649,6.258048472318479e-07,1.2846421365490337e-06
650,7.601216831668959e-07,6.149966983078533e-07
651,4.5794217461055573e-07,3.460536542358265e-07
652,5.270762718131058e-07,6.912804262052911e-07
653,6.831841176335729e-07,9.940641575667542e-07
654,8.319081037673944e-07,7.981363448076687e-07
655,6.706765001733099e-07,2.891440487928776e-07
656,4.2693257948182385e-07,3.915198040734443e-07
657,5.470534290452633e-07,1.0153890912079078e-06
658,6.121313068282083e-07,6.817773320714574e-07
659,4.745463115796156e-07,4.753797952616878e-07
660,5.645697854106401e-07,4.946462733338801e-07
661,4.717259078764376e-07,5.404467628977727e-07
662,7.116370378904927e-07,6.707880440141404e-07
663,8.717549917491851e-07,1.917423022253691e-06
664,1.521977761361389e-06,2.060771748801926e-06
665,7.423091498518867e-07,4.930923713194109e-07
666,3.970576112048244e-07,4.373007830812033e-07
667,6.025413332129877e-07,5.634418281867208e-07
668,6.193654447391357e-07,4.338632606959436e-07
669,4.0004879148606657e-07,3.2218760187182246e-07
670,4.3771155067891716e-07,3.8364977399396595e-07
671,4.665361075240071e-07,6.969448956321382e-07
672,6.693251805245381e-07,5.333375762954044e-07
673,4.359841777083299e-07,4.3757382475935934e-07
674,4.0350052283126084e-07,4.098498228207366e-07
675,4.0395580545767493e-07,3.2083278256322956e-07
676,5.507176789857719e-07,5.721736746030122e-07
677,7.356793124320878e-07,4.873645593761466e-07
678,9.546395006054808e-07,8.572101099465119e-07
679,7.539543503298773e-07,6.722493859948979e-07
680,4.887378357428437e-07,3.5114356175351226e-07
681,3.809762934755175e-07,4.1318541358729516e-07
682,3.089119511893538e-07,3.0966618093467937e-07
683,4.294575148833246e-07,4.727069911799238e-07
684,6.052283623603216e-07,7.596905561513267e-07
685,6.449224050205279e-07,3.173377308485215e-07
686,3.917811094803862e-07,2.9865455909809193e-07
687,4.677927734064724e-07,3.502452064670554e-07
688,4.997168900899851e-07,1.3352202131500234e-06
689,1.696607766158801e-06,3.916758714694879e-06
690,2.4474195394456426e-06,1.713250624864789e-06
691,1.4210172745758124e-06,7.893666709909061e-07
692,6.155692991190638e-07,4.6054394905089186e-07
693,4.4063565572590355e-07,2.9367975002969614e-07
694,3.945212881717453e-07,2.7257567012384245e-07
695,3.5837957265509125e-07,5.68527457289747e-07
696,4.2219834123595016e-07,5.179726220679488e-07
697,3.466562607930731e-07,2.765631450074579e-07
698,3.3138246067210277e-07,4.6140874019329205e-07
699,3.3742807943326624e-07,3.230678032650758e-07
700,3.350692016586739e-07,5.950212615365065e-07
701,6.160918132991356e-07,7.51872588959183e-07
702,6.226802137613655e-07,4.2302626563165783e-07
703,6.312844864927077e-07,7.117785836877981e-07
704,6.06511954022911e-07,5.239869949491549e-07
705,4.137034636642056e-07,3.2367170774705303e-07
706,2.995542767318208e-07,2.8094027773780304e-07
707,3.368313429064074e-07,2.610213755360746e-07
708,3.4753026625367054e-07,2.911328256989994e-07
709,4.051589030495961e-07,3.022414868307048e-07
710,5.166330273217076e-07,5.220997953377567e-07
711,8.936955111948918e-07,9.084850717044901e-07
712,1.1275255171009728e-06,7.518754121823197e-07
713,1.283094055300656e-06,6.321336779061919e-07
714,6.227465007668798e-07,6.379836387774655e-07
715,7.019387074554592e-07,5.531384014526944e-07
716,3.5809856001378647e-06,2.0839430514267103e-06
717,1.857429091008574e-06,7.112319872248918e-06
718,2.7216002611870256e-06,1.4254511673546706e-06
719,1.0964298837734532e-06,7.656454537633788e-07
720,6.970096402862207e-07,8.096211672636855e-07
721,9.287320854885668e-07,7.175597678118114e-07
722,6.327423420771083e-07,5.161854308729137e-07
723,5.745511468073042e-07,3.9780060395363156e-07
724,3.665064033005668e-07,2.954402835560662e-07
725,3.1479223707719937e-07,3.00586655536487e-07
726,3.0144114096704776e-07,2.5449460565596383e-07
727,3.2657065010729035e-07,5.784072300230036e-07
728,7.314963890318419e-07,6.162057085627263e-07
729,5.454192906502915e-07,4.6293515273040004e-07
730,4.175751248188438e-07,3.5966437697728303e-07
731,4.136660379572277e-07,5.099826770068224e-07
732,4.808023627826212e-07,4.6452112769657104e-07
733,3.330051877507382e-07,3.292260127333672e-07
734,3.3903833506580365e-07,6.099542171493037e-07
735,4.1655851816813084e-07,2.7655456259860025e-07
736,2.88539627983179e-07,2.6306099130124496e-07
737,3.3784883347228363e-07,3.923167601745566e-07
738,3.4286740439407975e-07,4.1602994163743766e-07
739,4.0839398138814433e-07,3.9744686925284137e-07
740,3.3782415016503363e-07,2.420101537836672e-07
741,2.6487828203395717e-07,2.6033846249144216e-07
742,2.6962320210562514e-07,4.62685416853977e-07
743,3.1187949787181426e-07,2.801670878701164e-07
744,3.715028185524716e-07,4.140092149403548e-07
745,3.971928947521519e-07,3.9925100736581953e-07
746,7.050142661076582e-07,9.359191191530651e-07
747,5.848023477028618e-07,1.207931184884122e-06
748,5.925903110437503e-07,4.739791847896413e-07
749,4.67508841476653e-07,3.2126745281857437e-07
750,8.103563838327925e-07,7.349522434196842e-07
751,4.5556154001739436e-07,6.950998113097739e-07
752,6.848622244130335e-07,9.088565244989392e-07
753,5.426418302552823e-07,4.645302700131045e-07
754,3.778598530364737e-07,6.939517940433385e-07
755,3.6879006681071285e-07,3.367541353327397e-07
756,4.649531698911839e-07,5.234938688166342e-07
757,4.773763663479258e-07,4.228792249705293e-07
758,4.1576080320737676e-07,8.225754299928667e-07
759,9.465630569138739e-07,6.574177556710007e-07
760,5.622319501223198e-07,3.1584738546068063e-07
761,3.9741980041677985e-07,4.505820565251876e-07
762,3.6121639179024594e-07,4.273978997086184e-07
763,3.762978167287656e-07,3.9731940546516855e-07
764,3.0588205864508683e-07,2.804864787246212e-07
765,3.5908889230995553e-07,4.7186204407504796e-07
766,1.304493144971275e-06,1.818544448421259e-06
767,6.964141349878143e-06,4.444955629878678e-06
768,2.5579299669213166e-06,7.522330975007207e-07
769,1.2574040151018077e-06,4.940312938591281e-07
770,4.2167283140770453e-07,5.093675724765489e-07
771,4.149393163288551e-07,2.6424351441770946e-07
772,2.6116760902065533e-07,2.6371562569238447e-07
773,2.77923660974011e-07,3.565874521882506e-07
774,2.912427333967571e-07,2.713182235917581e-07
775,2.8804381410433656e-07,2.912747523472111e-07
776,3.27015856290321e-07,3.129651294860499e-07
777,3.122876459353089e-07,3.63486532251045e-07
778,4.548839626750123e-07,3.346864692351422e-07
779,2.593971392646684e-07,2.2356097228263632e-07
780,2.6417883134399747e-07,2.501595380029661e-07
781,4.83923393327738e-07,4.1261528167524374e-07
782,3.6882270724921304e-07,4.421062859213028e-07
783,4.1990169658371693e-07,3.875689969845553e-07
784,3.7563520057422767e-07,3.5353761707786664e-07
785,4.116913297972739e-07,2.593893195050138e-07
786,2.732333105844494e-07,2.3793940613359154e-07
787,2.7306096133846344e-07,3.744509399439266e-07
788,3.488435737608597e-07,3.2408929466024955e-07
789,3.0079271861419936e-07,3.366305331079881e-07
790,3.627641964006519e-07,5.267277288112382e-07
791,4.2309486995388096e-07,5.451151347794318e-07
792,2.1393533036947097e-06,2.7529115868674124e-06
793,2.4560303775918633e-06,1.163745825275934e-06
794,9.095254540625319e-07,1.079462041767935e-06
795,2.412784783700772e-06,8.015753883228171e-06
796,6.3102296735451094e-06,2.671984020707896e-06
797,1.8689830767470994e-06,8.52836467402085e-07
798,6.445182274698406e-07,4.1525756842020203e-07
799,5.218721184974129e-07,3.502299932733877e-07
800,3.0815902789527173e-07,2.740695966470715e-07
801,2.442732030279634e-07,2.869631240779806e-07
802,2.6350510609063347e-07,2.423772703726475e-07
803,2.695186196888244e-07,3.438283556533861e-07
804,3.0063085224204166e-07,3.1278275590314783e-07
805,2.712571604964372e-07,2.7330953571436113e-07
806,2.470308525441093e-07,2.148110771334662e-07
807,2.270243527391358e-07,2.600581884356264e-07
808,2.1942433932053972e-07,3.02518028168682e-07
809,2.526168790003188e-07,2.2902433727267635e-07
810,2.3850794737730516e-07,2.034685953352285e-07
811,2.4645680885745e-07,2.1859600565221627e-07
812,2.6594219756740735e-07,2.5364790777378707e-07
813,2.7081471216661156e-07,2.634737597873027e-07
814,2.9312040605115424e-07,2.473432080781398e-07
815,2.8874901734828504e-07,2.3242297781204494e-07
816,2.812980265313551e-07,3.7121795723275376e-07
817,3.612521358794159e-07,3.8059907296883467e-07
818,2.7957541798665867e-07,3.0751749401739896e-07
819,3.8337133692796975e-07,3.459552090134821e-07
820,6.335926191998927e-07,4.553835708520637e-07
821,6.449052762036444e-07,7.534850889593751e-07
822,1.1594687445419065e-06,4.727203152773048e-07
823,8.899180727439671e-07,7.45087906276846e-07
824,6.28143724649514e-07,3.999394910655004e-07
825,4.06091203331016e-07,3.1934069397721034e-07
826,2.6194269651114157e-07,2.3827911756294878e-07
827,2.411333108890782e-07,2.1573125081886245e-07
828,2.4436710930331176e-07,2.2562750056446628e-07
829,2.3766668277858116e-07,2.607351319738882e-07
830,3.297505619078341e-07,3.526364366734924e-07
831,3.2920171785614606e-07,3.81997980033096e-07
832,2.9573401055434564e-07,3.2603497099141045e-07
833,2.730262840107874e-07,2.9883880377686484e-07
834,3.1768700997266327e-07,4.024411282443907e-07
835,3.651307035094457e-07,4.718420162438027e-07
836,3.449332789765928e-07,2.6488518945673907e-07
837,3.771019976284151e-07,2.939894197121854e-07
838,2.7129209077732717e-07,2.1293662939569912e-07
839,2.5756489018628297e-07,3.4104371782935534e-07
840,3.577342435316192e-07,3.196309023678623e-07
841,2.814592884684923e-07,2.2897991414083663e-07
842,2.7126104195455507e-07,2.3055431294475663e-07
843,2.8439903208739756e-07,2.536488333741242e-07
844,2.955839695080916e-07,3.831453436002145e-07
845,3.826157116767111e-07,2.776740634165738e-07
846,3.637465501545497e-07,4.4464860593507183e-07
847,7.528719398427104e-07,3.7678142727296897e-07
848,4.6173677598441524e-07,3.9266145866652855e-07
849,5.217214171201097e-07,1.0418948704682406e-06
850,1.9230634885995337e-06,1.993698166794881e-06
851,1.147551358826604e-06,1.764989231863486e-06
852,1.447669588590846e-06,7.338762429753843e-07
853,1.007323383343343e-06,1.6014866863163965e-06
854,1.2491584470808448e-06,1.3160606613382697e-06
855,8.037606638329938e-07,6.249548808530865e-07
856,6.935869862445543e-07,5.395517822156156e-07
857,6.569893950351494e-07,3.789060125806524e-07
858,3.5165414923691667e-07,2.1029590773954018e-07
859,3.9578285964125827e-07,3.186419102500319e-07
860,2.936945122655743e-07,2.2792818488899986e-07
861,2.1643004259885857e-07,2.1764975410102731e-07
862,2.063076152580834e-07,2.247023076051846e-07
863,2.7421704468603517e-07,2.1392186795310407e-07
864,3.055126777932552e-07,2.30962460060861e-07
865,4.606470431175088e-07,8.632372100692009e-07
866,1.3228984319842614e-06,6.939700294121091e-07
867,1.9818918758574e-06,2.1091544567752863e-06
868,1.2674602885454078e-06,1.6428899243692285e-06
869,1.389025154215536e-06,1.6342469355853003e-06
870,6.386106292666227e-07,4.515178886776994e-07
871,3.2321964151075613e-07,3.0710343518573305e-07
872,2.710047482423761e-07,1.939178541003154e-07
873,2.4589056408785835e-07,3.556338261508548e-07
874,4.863220539164104e-07,4.897328381048282e-07
875,3.1771214234292223e-07,7.190930697712853e-07
876,6.735003144816195e-07,4.500754168172231e-07
877,6.484943753548577e-07,7.666272798208713e-07
878,5.369387774104932e-07,3.258684993549347e-07
879,2.4870829899252084e-07,2.575369668041579e-07
880,2.7583411489710366e-07,3.353706783097247e-07
881,2.5386549301250246e-07,3.0775962424437844e-07
882,3.1803710195769476e-07,2.8661749714350054e-07
883,3.035037214734378e-07,6.513419824235219e-07
884,4.907426159661554e-07,7.773763475900827e-07
885,7.660864421647299e-07,7.820302395581772e-07
886,8.98732794970177e-07,9.400583962815289e-07
887,6.535328206306682e-07,4.1189257444784743e-07
888,5.615890567393459e-07,3.4801580000021205e-07
889,4.337875566307048e-07,5.862949137735995e-07
890,3.521215129846193e-07,3.1106662277125e-07
891,2.3440069109407585e-07,2.774807626337861e-07
892,2.8794143815957793e-07,4.006312091557144e-07
893,3.021737920031834e-07,3.9299126228797834e-07
894,2.8988160446867063e-07,2.553872756531443e-07
895,2.545866436776123e-07,2.081115193656539e-07
896,3.070022993748959e-07,2.3031004256305702e-07
897,3.558137744145521e-07,4.0455173765015693e-07
898,4.029474837352609e-07,2.7725800369656405e-07
899,2.8284792582174606e-07,2.3442250191389272e-07
900,2.615900389931388e-07,2.3231504447570236e-07
901,5.289349502390906e-07,1.1547711665116367e-06
902,6.63373504039555e-07,4.0423108581914373e-07
903,5.325935480489837e-07,7.304953214770648e-07
904,5.295638743518793e-07,4.4282172287542686e-07
905,2.918623910848813e-07,5.575593907754713e-07
906,1.072173038589123e-06,4.721989989775466e-06
907,1.9394923280439495e-06,1.1193946117297552e-06
908,5.060643995117668e-07,4.2008416585304075e-07
909,3.7121694541989805e-07,3.722601756332248e-07
910,3.268019241886577e-07,2.866054614969471e-07
911,3.313968126879748e-07,5.961477124098262e-07
912,8.158614283123218e-07,4.420555569595308e-07
913,8.280084368076738e-07,5.541233349504183e-07
914,6.677379928987648e-07,5.114515147397469e-07
915,5.032551162760986e-07,2.54786517454401e-07
916,5.954686410329184e-07,3.014734753984764e-07
917,3.3622530111188097e-07,2.682167073923362e-07
918,2.274318987360857e-07,2.411536731491045e-07
919,3.3917108908099183e-07,3.1789577216538114e-07
920,4.0250464318584514e-07,5.609997401734291e-07
921,6.18484398273722e-07,5.295232464656389e-07
922,5.269171102402955e-07,3.510489345141347e-07
923,2.700545868113598e-07,2.1487615811111028e-07
924,3.450559660223007e-07,3.754297665636841e-07
925,4.934376221399361e-07,9.42356552968704e-07
926,8.641930871059837e-07,5.344324620182306e-07
927,6.636367762287894e-07,1.8821136563929032e-06
928,1.3276207937451545e-06,6.238589586852565e-07
929,1.257825037252284e-06,1.0662560650113543e-06
930,8.232023901655338e-07,6.075661114361234e-07
931,2.0021701971018047e-06,2.8279009863278285e-06
932,1.9544974141657197e-06,1.6921757226858365e-06
933,1.5964218467464282e-06,1.5916537449811586e-06
934,9.775494239268785e-07,5.89477485846146e-07
935,7.691989821978495e-07,6.17088801391219e-07
936,4.4745375191723726e-07,4.282299945164899e-07
937,3.045729850252125e-07,2.572394436128889e-07
938,2.5617783308007345e-07,2.648933730142744e-07
939,2.8492873317039387e-07,2.1657334059455025e-07
940,2.5931962852610015e-07,2.373297225706968e-07
941,3.343704927753303e-07,3.946237503290225e-07
942,4.4365008117589847e-07,5.932817809177019e-07
943,4.471863822648932e-07,4.560222199264293e-07
944,9.8190575007114e-07,2.1735861992056014e-06
945,7.034796537179015e-06,1.1055257346015424e-05
946,5.78281475706414e-06,2.985542535801263e-06
947,2.0186481909452898e-06,1.5524677943782686e-06
948,1.381282963090295e-06,1.306446908226159e-06
949,9.276057236699368e-07,5.614206581109708e-07
950,5.004044169254484e-07,5.141908957284613e-07
951,3.486384741790971e-07,3.0799857692424363e-07
952,2.6574511385509444e-07,3.340422476109476e-07
953,2.555975783025133e-07,2.2824855723987034e-07
954,2.0681547899433402e-07,1.7251737176593452e-07
955,2.001351778820511e-07,1.4883368824788096e-07
956,2.134164513260354e-07,1.7013021865371533e-07
957,2.0331763105711313e-07,2.1569168779933533e-07
958,2.0356605906120725e-07,1.847172550621205e-07
959,1.8056090359171624e-07,1.6706051724213468e-07
960,1.6686917139926057e-07,1.8663827082339896e-07
961,1.7541827238195158e-07,1.7948791063796914e-07
962,1.905728751694369e-07,2.4737939649336717e-07
963,2.2985615117931956e-07,2.34868376007095e-07
964,2.5586476795069755e-07,2.066463224537074e-07
965,2.1468270337739643e-07,1.9047813755908768e-07
966,2.0294991334897834e-07,1.8058434913352055e-07
967,1.8389773638697687e-07,1.8665212072240442e-07
968,2.2600353493847555e-07,1.9642696618878593e-07
969,2.175160129051316e-07,2.1955807009514197e-07
970,2.018792713442963e-07,2.5799876652854435e-07
971,2.3306102955681733e-07,3.0557527945044666e-07
972,2.4048707890263663e-07,2.554714797042834e-07
973,2.3888847238140444e-07,2.2055993819473467e-07
974,2.3333283346952764e-07,1.889757063130067e-07
975,1.9231694778909513e-07,1.791376305959602e-07
976,2.0545477970775514e-07,1.8696566617866968e-07
977,2.5382615641926047e-07,1.6317265476573085e-07
978,2.7465603693599403e-07,1.8474297386698405e-07
979,2.69229332161558e-07,2.3383902600926376e-07
980,5.786608653579606e-07,7.488719044583074e-07
981,4.457757484033209e-07,2.1638562183549463e-07
982,2.8823406713248306e-07,2.928781166626019e-07
983,3.029397959153357e-07,2.3750233898075143e-07
984,3.746937399758584e-07,2.9485587257719693e-07
985,5.381469302771317e-07,1.2459109636135204e-06
986,7.933103574941925e-07,5.067592269369925e-07
987,2.356672392049101e-06,4.909114159090677e-06
988,2.5601180558017707e-06,1.1467574874283552e-06
989,1.009859314156832e-06,7.717928004543258e-07
990,5.208433056698899e-07,4.389968239593145e-07
991,3.9785515374054136e-07,3.5065290452015084e-07
992,4.401880090654231e-07,4.3250951572796715e-07
993,3.678335815493483e-07,3.4970914271070795e-07
994,2.688878538492645e-07,2.2274985743327608e-07
995,2.2067231526534669e-07,2.12339123587905e-07
996,3.2961191512489073e-07,2.3545959114320187e-07
997,2.884397455697278e-07,3.7108663756650156e-07
998,2.5090159378275226e-07,2.634723870187372e-07
999,2.501733159003076e-07,2.325665349189876e-07
1000,2.0379835395563834e-07,1.6945341675030552e-07
1001,2.685043748821651e-07,3.8819106293885854e-07
1002,3.689531174207635e-07,3.5592482845459016e-07
1003,3.0802025795158747e-07,5.313302798034177e-07
1004,3.542959196541536e-07,4.266342633248617e-07
1005,3.1872949743198355e-07,2.8595134343352887e-07
1006,2.5808163286455963e-07,2.211994171830156e-07
1007,2.906888577551096e-07,3.2385263466494506e-07
1008,2.2381497899459646e-07,1.8055425243801437e-07
1009,2.06534953880085e-07,3.7824094836954224e-07
1010,3.315259959890682e-07,2.4924274081665015e-07
1011,3.8779879124225166e-07,3.5075237671359596e-07
1012,4.4193832877681415e-07,2.874570895983197e-07
1013,3.465956353920774e-07,2.5017372233075247e-07
